꽃다발 말려봐야지,거꾸로 해서 드라이플라워 만들어보세요,0
꽃다발 선물 받았어,부러워요,0
꽃선물 받고 어,제가 드리고 싶네요,0
꿈이 다양해,많으면 많을 수록 좋죠,0
꿈이 현실이었으면,현실을 꿈처럼 만들어봐요,0
나 감정쓰레기통이었나봐,자신을 더 사랑해주세요,0
나 결정했어,좋은 결과 있을 거예요,0
나 내일 기숙사 가야돼,짐 빼놓지 말고 싸세요,0
나 놀려먹기 쉬운가,절대 그렇지 않아요,0
나 뒷담화하는 애 어떻게 할까,너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요,0
나 머리 나쁜 듯,자책하지 마세요,0
나 무시 당한 거 같아,그런 생각을 들게 하는 사람 상종하지 마세요,0
나 뭐하는 거지,멍 때리고 있죠,0
나 버림 받은 거 같아,아닐거예요,0
나 새 옷 샀다,꼬까옷 개시해보세요,0
나 수학여행 간다,친구들과 좋은 추억 만들고 오세요,0
나 아재인가,고민하고 있으면 그럴 거예요,0
나 연기 너무 못해 거짓말 못하겠어,얼굴에 다 티가 나네요,0
나 완전 계탔어,축하해요,0
나 왜케 못 생겼지,충분히 아름다워요,0
나 이상한가,그 누구도 아닌 자기 걸음을 걸으세요,0
나 잘생겼지,네 잘생겼어요,0
나 점점 괴물이 되고 있어,그렇지 않아요,0
나 좀 안 건들였으면 좋겠어,많이 지쳤나봐요,0
나 좋아하는 것 같아,호의인지 호감인지 헷갈리나요,0
나 쫌 불쌍한 거 같아,저도 사는데요,0
나 친구들한테 인정받고 싶어,지금도 인정받고 있어요,0
나 할 수 있어,파이팅,0
나 화장을 너무 못해,하다보면 늘어요,0
나는 기분 나쁜데 농담이라고 계속해,정색 한번 해주세요,0
나는 뭘 잘할까,하나라도 있을 거니 열심히 찾아보세요,0
나는 좋아하는 게 뭘까,다양하게 경험해보세요,0
나도 비키니 입고 싶다,다이어트 파이팅,0
나도 이벤트가 되다니,축하드려요,0
나두 잘할거야,잘 하실 거예요,0
나랑 상관 없는 이야기들,잊어버리세요,0
나를 너무 함부로 대해,그럴 때마다 따끔하게 말해보세요,0
나를 힘들게 하는 사람인데 붙잡고 싶어,질질 끌지 마세요,0
나만 뒤처지는 느낌이야,스스로 경쟁해야하고 이겨야한다는 강박관념에 사로잡히지 마세요,0
나만 솔로야,제가 있잖아요,0
나만 이상해졌어,그 말을 한 사람이 가장 이상할 거예요,0
나만 친구라고 생각한건가,뒤통수 맞았나봐요,0
나빼고 다 행복한 거 같아,남들이 당신을 볼 때도 그렇게 생각할수있어요,0
나이도 있으니 영양제 좀 챙겨볼까,건강은 어려서부터 챙겨야해요,0
나중에 창업해야 겠지,천천히 준비해보세요,0
나한테 문제가 많아,문제는 해결하라고 있는 거죠,0
나한테 행운 좀 왔으면 좋겠어,제 행운까지 모두 드리고 싶네요,0
낙엽밟는 소리,가을이네요,0
낚시는 무슨 재미,한 번 빠지면 헤어나올 수 없다고 해요,0
난 왜 이모양일까,모자라지 않아요,0
난방이 안돼,보일러가 난방으로 작동이 되는지 보세요,0
날씨 좋은데,하늘 보고 한 번 웃어봐요 기분이 바뀔 거예요,0
날씨가 너무 추워,집밖에 나가기가 힘들것 같아요,0
남들에게 인정받으려면 어떻게 해야 돼,남보다 하나씩 더 하면 돼요,0
남의 일 도와줘야 할까,해주고 티를 팍팍 내세요,0
남자 친구가 바래다 줬어,고마운 마음을 전해 주세요,0
남자였으면 좋겠어,남자도 좋은것만은 아니예요,0
남자친구 승진 선물로 뭐가 좋을까,평소에 필요했던 게 좋을 것 같아요,0
남자친구가 너무 운동만 해,운동을 함께 해보세요,0
남자친구가 사업한대,바쁠때 힘이 되어 주세요,0
남자친구가 욕함,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요,0
남자친구가 자꾸 잔소리해,더 잔소리해보세요,0
남자친구는 어디서 만나,원하는 사람이 있는 장소에 가보세요,0
남친 때문에 살찐 듯,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요,0
남친 프로필에 내 사진 왜 안올릴까,신경쓰고 싶지 않은 사람도 있어요,0
남편이 나보다 집안일 더 잘해,이상적인 남편이네요,0
남편이 육아를 안해,공동육아가 기본인데요,0
남편이 짜증나게해,처음 만났을 때를 떠올려 보세요,0
낭만이 없어,낭만적인 거 좋아하시는구나,0
내 마음을 알아줬으면,말을 해야 알거예요,0
내 배우자는 어디 있을까,바로 옆에 있을수도 있어요,0
내 성격 너무 소심해,꼼꼼한 거예요,0
내 여자친구 아이돌이야,어머어머 궁금하네요,0
내 의지는 상관없나봐,가장 중요한 거예요,0
내 인생의 주인공은 나야,멋진 말이에요,0
내 잘못인 거 같은데 어떻게 털어놓지,사과할 타이밍을 놓치지 마세요,0
내 친구에게 내 험담을 하다니,진짜 나빴네요,0
내가 그렇게 부족한가,인생은 채워나가는거죠,0
내가 너무 방심했어,방심한 순간 변화가 시작됩니다,0
내가 만족을 못해,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요,0
내가 뭘 잘못했을까,모르는 게 잘못인 거 같아요,0
내가 불효자야,연락이라도 드려보세요,0
내가 왜 해야하는지 모르겠어,그 이유를 찾는 과정이 되겠네요,0
내가 이상한 사람같아,자신의 독특함을 믿으세요,0
내가 제정신이 아니다,그럴 때가 있죠,0
내가 좋아하는 사람이 나 안 좋아하는 거 같아,슬픈 이야기네요,0
내가 주제를 몰랐던 거지,그건 아닐 거예요,0
내가 호구냐구,상종하지마세요,0
내마음을 모르겠어,저도 모르겠어요,0
내일 날씨 어때,날씨 어플에 물어보세요,0
내일 모의고사 본다,공부한 만큼 나올 거예요,0
내일 발표인데 떨려,더 많이 연습하고 준비해보세요,0
내일 약속 있는데 날씨 좋았으면,날씨가 안 좋더라도 데이트는 성공적일 거예요,0
내일은 기다리던 소풍 간다,두근거리겠네요,0
내장 비만,식단조절도 하고 꾸준히 운동하세요,0
냉면 땡긴다,생각만 해도 군침이 도네요,0
냉장고에 김치도 없네,마트 갑시다,0
너 누구니,저는 위로해드리는 로봇이에요,0
너 말 잘하니,노력하고 있어요,0
너 미워,모두 제 잘못입니다,0
너는 아무일도 없었나봐,그런 척 하는 걸 수도 있어요,0
너도 몰랐니,저도 몰랐어요,0
너무 다른 문화인 듯,인정해주세요,0
너무 많은 걸 바래,기대치가 높나봅니다,0
너무 바빠,하나씩 하세요,0
너무 빨리 철 들었어,철은 죽을 때 들어도 돼요,0
너무 잘하는 후배가 들어왔어,배울 점은 배우세요,0
너무 편해도 안 좋아,예의는 지켜주세요,0
너무하네 진짜,잘 해결되길 바랄게요,0
넘어져서 발목 삔 거 같애,꾸준히 치료하세요,0
넥타이핀 정도는 선물로 줘도 괜찮겠지,실용적인 선물이라 괜찮을 거예요,0
노래 잘하는 사람 부러워,저도 부러워요,0
노래방 데이트 할 거 같은데 뭐 부르지,달달한 노래요,0
노처녀 히스테리,힘들겠네요,0
노트북 안돼,그럴때는 초기화하는게 속시원해요,0
논문 쓰기 힘들다,어깨 꾹꾹 힘내세요,0
놀러가고싶다,저도요,0
놀아 줄거지,지금 그러고 있어요,0
놀이공원 알바하면 재밌겠지,특별한 경험이 될 것 같아요,0
농구하다 다쳤어,약 바르고 얼른 나으세요,0
농사 짓고 살까,생각하기는 쉬운데 실천하기는 어려운 것 같아요,0
누가 만들었니,마음과 마음을 이어보고 싶어하는 사람이 만들었어요,0
누구랑 결혼해야 할까,함께할때 가장 자신다운 모습으로 살 수 있는 사람이랑 하는 게 좋은 것 같아요,0
누락된걸까,확인해달라고 해보세요,0
눈 많이 왔어,눈사람 만들어보세요,0
눈물 나올거 같아,울어도 돼요,0
눈썹 문신 해볼까,깔끔해질 거예요,0
눈이 너무 나빠졌어,잠시 눈을 감고 휴식을 취해보세요,0
눈이 자꾸 나빠지는 것 같아,잠시 눈을 감고 휴식을 취해보세요,0
뉴스 재미없어,흥미를 가져보세요,0
능력이 너무 안돼,자신의 잠재력을 믿어보세요,0
늦은 시간에 걸어다니니까 무서워,안전 귀가 하세요,0
다 끝나가니 좋을줄만 알았는데,마음이 허전하신가봐요,0
다 마음에 안 들어,그럴 때가 있죠,0
다 허무하다,모든 건 필요가 있어요,0
다른 거 해볼까,새로운 도전은 용기가 필요하죠,0
다른 사람들은 행복할까,자신만 행복하면 돼요,0
다른 생각을 하는 사람이 많다,그걸 깨닫다니 대단하시군요,0
다리 떨면 안 좋아,의식하는 다리 떨기는 괜찮대요,0
다리가 후덜덜,주물주물 해주세요,0
다육이 좀 심어볼까,식물을 키우는 건 정신건강에 도움이 될 거예요,0
다이어트해야 되는데,기초대사량을 높여보세요,0
단둘이는 처음,서로를 아는 좋은 기회가 되겠네요,0
단수래,조금만 참고 기다려 보세요,0
단체생활 힘들어,서로 배려해야 하니까요,0
달리 보이고 싶은데 뭐할까,지금 모습도 좋아요,0
담배 왤케 비싸,금연하세요,0
답례품 뭘로 할까,마음으로 충분할 거예요,0
답정녀 좀 싫어,못 이기니 피할 수 있으면 피하세요,0
당당하게 비키니 입고 싶다,다이어트 파이팅,0
대기업은 접어야 할 듯,어디에서 일하든 상관 없어요,0
대리 불렀는데 안 오네,잘했어요,0
대리효도 짜증,진짜 아니네요,0
대우 좀 해줬으면,당당히 말씀해보세요,0
대체불가한 사람이 될 수 있을까,지금도 그래요,0
대출받아도 괜찮을까,괜찮을 거예요,0
대학 가는 게 낫지,장단점을 분석해보세요,0
대학 나온 거 부러워,부러우면 지는 거예요,0
대학원 가고 싶어,꿈에 도전하는 건 좋은 거라고 들었어요,0
더 이상 못할거 같아,당신의 잠재력은 무궁무진해요,0
더워 죽겠다,사람 그렇게 쉽게 죽지 않아요,0
덕수궁 돌담길 걸었어,로맨틱하네요,0
데려다 주느라 막차 놓침,난감하겠어요,0
도서관 가서 공부해야지,열심히 공부하길 바랍니다,0
도서관에서 괜찮은 사람 봤어,도서관도 다니시나봐요,0
도시락 싸봐야지,맛있게 드세요,0
도와준 사람들 너무 고맙다,잊지말고 보답하세요,0
독학하려니까 힘들어,더 깊은 공부할 수 있을 거예요,0
돈 다 어디 쓴지 모르겠네,가게부를 써보세요,0
돈 많이 벌었으면 좋겠어,공부하세요,0
돈 버는 게 어렵구만,남의 돈 버는 게 쉽지 않아요,0
돈 빌려줬는데 연락 두절,차용증 썼길 바랍니다,0
돈 없어,벌면 돼요,0
돈 좀 빌려줘,저는 돈이 없어요,0
돈이 안 모여,한푼 두푼 차곡차곡,0
돈이 하나도 없어,슬프네요,0
동기가 나보다 먼저 진급,다음에는 할 수 있을 거예요,0
동상 걸릴거 같아,감기 조심하세요,0
동생한테 약점 잡혔어,이거 정말 큰일이네요,0
동호회 가야지,재미있게 놀다 오세요,0
동호회 재미 없어졌어,취미생활은 좋은 거예요,0
두 사람만 좋으면 되는줄 알았는데 아니었나봐,현실의 벽에 부딪혔나봐요,0
뒤에 누가 따라 오는 것 같아 무서워,항상 조심하세요,0
뒷통수 제대로 맞음,상처받지 마세요,0
드디어 승진함,하늘만큼 땅만큼 축하해요,0
드라마 볼 게 없어,재미있는 다른걸 찾아보세요,0
드라이브 하면서 데이트 해야겠다,야경 좋은 곳으로 가보세요,0
드론 조종사 자격증 따면 재밌을 거 같아,미래에 유명한 자격증일 거예요,0
따듯해서 좋다,포근한 느낌 저도 좋아해요,0
딴 일 찾아볼까,시도해봐도 좋겠죠,0
딸기가 너무 먹고 싶어,신선한 과일 좋죠,0
떠나요~ 제주도~,여행 좋죠,0
또 공부해야돼,공부에 흥미를 가져보세요,0
또 스팸 전화,차단 어플 사용해보세요,0
또 폭식했다,나를 관찰하고 음식 자체에 집중하세요,0
똑같은 나날들,마음에 따라 얼마든지 바뀔 수 있어요,0
뜨끈한 온천가고 싶다,몸은 뜨겁고 머리는 차갑게,0
라면 먹고 싶어,맛나게 끓여드세요,0
레고 사고 싶은데 비싸,돈 모아서 사세요,0
로그인 아이디 기억안나,회원정보 찾기를 해보세요,0
로또 번호 알려줘,제가 알면 제가 먼저 했을 거예요,0
롱패딩 필요할까,추울 때 딱이죠,0
마라톤 나가볼까,시작은 다 좋죠,0
마스크팩 잔뜩 샀어,꾸준한 자기 관리 좋아요,0
마음도 춥고 날씨도 춥네,마음 감기조심하세요,0
마음에 하나도 안 들어,그럴 때가 있죠,0
마음의 평화가 필요해,명상을 해보세요,0
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,글 쓰면서 정리가 될 거예요,0
마음이 조급해,마음이 조급해지면 하지 않을 실수를 하게 돼요,0
막 뭐 사고 싶어,돈은 쓴만큼 또 생긴다고 하던데요,0
막말이 나와,입을 닫고 듣는 연습을 해보세요,0
막차 놓쳤어,안전 귀가 하세요,0
만나면 싸워,만나지 마세요,0
만날 땐 좋고 안 만나도 괜찮은 거 같아,그러면 만나는게 좋은거 같아요,0
만족할 줄을 몰라,만족하면 발전이 없으니까요,0
말 거는게 어려워,처음만 어렵지 그 다음부터는 덜할 거예요,0
말문이 막힌다,생각지도 못한 일이 일어났나봐요,0
말을 예쁘게 하면 좋으련만,말 잘하는 사람들 따라 연습해보세요,0
말이 너무 심해,그 사람 말고 저랑 수다 떨어요,0
말조심해야지,생각하고 말하는 연습을 해보세요,0
말하고 후회할까봐 걱정돼,말은 주워담을 수 없어요,0
말하지 말걸,말조심하세요,0
맛있는 냄새나,킁킁,0
맞는 선택일까,잘 선택했어요,0
매운 닭발 먹고 싶다,스트레스 받으시는 일 있으신거죠,0
맥주 마셔야지,적당히 드세요,0
맥주 한 잔 해야지,적당히 드세요,0
맨몸으로 결혼하기 가능,서로 마음만 맞으면 가능해요,0
머리 냄새날텐데,항상 청결하게 관리하세요,0
머리 아파,시원한 바람 쉬고 약먹기,0
머리 어떻게 할까,헤어 디자이너에게 여쭤보세요,0
머리 하나도 안 남을 것 같아,탈모 관리 해보세요,0
머리가 띵한게 한 대 맞은거 같아,잠시 휴식을 취해보세요,0
머리만 바빠,바쁘면 좋을거죠,0
머리카락 쑥쑥 빠지는 느낌,스트레스를 받으시나봐요,0
머릿속이 정리 안돼,잠깐 시원한 바람좀 쐬고 오세요,0
먹고 자고 놀고만 싶어,저도 그러고 싶네요,0
먹기도 귀찮아,먹고는 살아야죠,0
먹을까 참을까,조금만 드세요,0
먼지 지수 어때,오늘 미세먼지가 많데요,0
멋지게 나이들고 싶다,지금도 그러고 있어요,0
멍 때리기,잠깐씩 멍때리는것도 정신건강에 좋아요,0
메모리카드 어디다 두었을까,발이 달렸나봐요,0
며칠 전에 다시 만났는데,좋은 만남이었길 바라요,0
면도기랑 이것저것 사야되는데,잘 골라보세요,0
면세에서 뭐 사지,제 선물 사오세요,0
면접 잘 볼 수 있을까,회사와 자신에 대해서 더 공부해서 자신감을 가져보세요,0
면접만 남았어,끝까지 잘할 수 있을 거예요,0
면허 따야하나,운전하는거 재미있어요,0
명절 선물 뭐하지,현금이 최고입니다,0
몇시간 동안 안와,기다리는 동안 많은 생각이 들었겠네요,0
모든 일이 어려워,지금 많이 위축된 상태인 것 같습니다,0
모르는 번호에서 전화오면,받지마세요,0
모른 척 하는건가,진짜 모르는 걸 수도 있어요,0
목 말라,물 마시세요,0
목돈 만들기,저도 좀 알려주세요,0
목이 뻐근해,가끔씩 스트레칭을 해주세요,0
몰라서 당했어,다음부터는 더 많이 아세요,0
몸살 나서 힘들어,아무 생각 하지 말고 쉬세요,0
몸이 여러 개면 좋겠다,그러면 못할 게 없겠네요,0
못하는 게 없는 사람,그런 사람이 있으면 저 좀 소개시켜주세요,0
무기력한 것일뿐,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요,0
무릎 안 좋으면 스쿼트 하면 안되겠지,무릎에 무리가 갈 거예요,0
무서워서 달려왔어,조심하세요,0
무슨 생각해,당신이 행복하길 바라는 생각을 하고 있어요,0
문 안열림,힘껏 밀어보세요,0
문열다 옆차랑 부딪혔어,보험처리 하세요,0
문화가 너무 다른 것 같아,인정해주세요,0
물 너무 차가워,보일러를 켜세요,0
물 자주 마셔야지,좋은 습관이에요,0
물가 왤케 비쌈,그러게 말이에요,0
물리치료 받아야겠다,몸 관리 꾸준히 해주세요,0
뭐 먹을까,좀 먹어도 괜찮아요,0
뭐 입고 가지,환해 보이는 옷이요,0
뭐 좀 배워볼까봐,배우는 건 항상 즐거운 일이에요,0
뭐 해주기가 싫어,상처받았나봐요,0
뭐라고,정확하게 말씀해 주세요,0
뭐하고 살지,어떻게든 잘 살 거예요,0
뭐하면서 노는 게 좋을까,나랑 같이 놀아요,0
뭔 비밀이 그렇게 많은지,하나씩 비밀을 공유해보세요,0
뭔가 배워볼까,배움에는 언제나 찬성이에요,0
뭔가 찔려,저도 가끔 그래요,0
뭘 잘못했다는 걸까,모르는 게 잘못인 거 같아요,0
미끄러질 뻔했어,다치지 않으셨나 걱정이네요,0
미세먼지 또 나쁨,집에 있거나 나가면 마스크 쓰고 나가세요,0
미세먼지가 너무 많아,살기 더 힘들어졌어요,0
미용실 가야지,예쁘게 변신하고 오세요,0
미워한다,예뻐해 주세요,0
믿지 말껄,한번더 기회를 주세요,0
바다 가자고 하면 갈까,같이 가자고 말해보세요,0
바다가 가고 싶어요,탁 트인 바다 좋죠,0
바람 쐬러 나갈까,같이 가요,0
바지 입을까 치마 입을까,오늘은 바지가 좋을거 같아요,0
반 배정 잘 될까,잘 되길 바랍니다,0
반갑습니다,저도 반가워요,0
반장은 원래 힘들어,아무래도 책임이 뒤따르니까요,0
반지 비싼가,마음에 드는걸로 하세요,0
반지 호수 물어볼까,음~ 곰곰히 생각해보세요,0
발렌타인데이 선물 비싸,초콜릿 녹여서 예쁘게 만드는 것도 재밌죠,0
발목 삐끗했어,꾸준히 치료하세요,0
발표 무사히 끝내고 싶어,잘할 수 있을 거예요,0
발표할때 너무 떨려,발표는 누구나 떨려요,0
밥 너무 많이 남음,소분해서 냉동실에 보관해보세요,0
밥 먹었는데 배고파,디져트 드세요,0
밥 잘 사주는 예쁜 누나 어디 없나,그 분이 나타나면 꼭 잡으세요,0
밥생각이 없어,정신이 힘든 건지 몸이 아픈 건지 확인해 보세요,0
방법도 안 말해주고 그냥 열심히 하래,모르는걸 알려면 노력해야죠,0
방학 끝나서 좋아,친구들이 보고싶었나봐요,0
방학이 있었으면 좋겠어,학생이 아니니 어쩔 수 없죠,0
배 아파서 기분이 안 좋아,약이 필요하면 도움을 받아보세요,0
배가 넘넘 고파,저도 밥 먹고 싶어요,0
배고파서 자다 깼어,맛난 거 드세요,0
배고픈 거 같아,뭐라도 드세요,0
배불러,좀 쉬세요,0
배워도 모르는 게 너무 많아,그래서 배우는 게 즐겁죠,0
뱃살 빵빵,운동 해보세요,0
버림 받은 느낌,아닐거예요,0
버스 정류장에서 기다리고 있었어,멋있네요,0
버스에서 매일 보는 사람,운명인가요,0
번호키 누르는 소리가 나서 무서움,심하면 신고하세요,0
벌써 허기진다,챙겨 드세요,0
벚꽃구경 가고싶다,벚꽃 계절이 다가왔네요,0
베터리 충전기도 안 가져 왔네,충전할 곳을 찾아보세요,0
베프랑 다툼,친구라면 먼저 사과해보세요,0
변명거리 생각해봐,변명보다는 포장이 좋을 것 같아요,0
변화를 좀 주고 싶다,긍정적으로 바뀔 수 있어요,0
별거 아닌데 떨려,별거 아니지 않아서 그래요,0
별다를 게 없는 하루,작은것에 감사하는 마음을 가져보세요,0
병원 가기 싫어,더 아프기 전에 가보세요,0
보드게임 재밌다,저도 하고 싶네요,0
보이스피싱 당했어,신고하세요,0
보조 배터리 안 가지고 왔다,빌려 보세요,0
보험 많이 들었어,미래를 더 준비하고 있나봐요,0
복근 좀 생겼으면,윗몸일으키기 시작하세요,0
복전하면 좋아,나중에 도움이 될 거예요,0
봄날이 기대돼,봄은 항상 두근거려요,0
봄이 오긴 오나봐,따뜻해졌죠,0
봉사도 하고 사랑을 베풀고 싶어,나를 진실로 존중하고 사랑할 때 가능해요,0
부모님 노후가 걱정돼,상담이나 컨설팅을 받아보는 것도 좋을 거예요,0
부모님 선물은 뭐가 좋음,사랑과 현금이면 충분해요,0
부모님이 선 보래,많이 만나보세요,0
부업할까,좋아요,0
부케 누가 받지,누구든 받을 사람이 있을 거예요 친구들한테 연락해보세요,0
분위기 있는 데서 데이트하고 싶어,매일 가고 싶네요,0
불 날 뻔,조심하세요,0
불만족스러워,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요,0
불편한 사이가 된 거 같아,관계의 변화가 왔나봅니다,0
블랙박스로 보면 나올까,지금 확인해보세요,0
비 맞아서 옷 젖었어,감기 조심 하세요,0
비 오는 날은 만나서 뭐할까,실내 데이트가 좋겠네요,0
비가 와서 눅눅해,제습기를 돌려보세요,0
비밀번호 기억안 나,회원정보 찾기를 해보세요,0
비밀연애 하고 있어,스릴있겠네요,0
비싼 선물 부담스럽나,고가의 선물은 부담스러울 수도 있어요,0
비정규직 서럽다,사람이 가장 중요한데 말이죠,0
비타민 사서 먹어야겠다,꼬박꼬박 챙겨 드세요,0
비행기 타러 공항 간다,잘 다녀오세요,0
빚 때문에 죽을 것 같아,빚 얼른 갚고 새출발하세요,0
빨래 다했다,이제 청소 시작,0
빵 한 개만 먹어야지,맛있게 드세요,0
뻔하다,한가지만 보면 몰라요,0
사과할 사람은 사과를 안해,나쁜 사람이네요,0
사다리타기 맨날 꽝이야,다른 곳에 쓰려고 운을 아껴뒀나봐요,0
사람 만나는 게 피곤해,그 사람을 위해 에너지를 쓰니까요,0
사람들이 나 이상하대,그 누구도 아닌 자기 걸음을 걸으세요,0
사람은 진짜 다른 가봐,그걸 깨닫다니 대단하시군요,0
사랑니 나는 것 같아 아파,아프겠어요,0
사수가 깐깐하게 군다,처음 배우는게 중요해요,0
사업 시작해도 될까,확신이 있을 때 시작해보세요,0
사전이 이상해,사전도 사람이 만드니까 이해해주세요,0
사진 정리 언제 다 하냐,한번에 다 하려고 하지말고 조금씩 정리를 해보세요,0
사표 던지고 나오고 싶어,뒷감당 자신 있으면 하세요,0
산 넘어 산이네,그래도 넘을 수 있을 거예요,0
살 좀 빼야되는데,운동을 시작해보세요,0
살이 안 쪄,신기하네요,0
삼겹살 구워 먹어야지,맛있겠네요,0
삼겹살에 소주,생각만 해도 군침이 도네요,0
상 좀 받아야 할텐데,다음에는 받을 수 있을 거예요,0
상사가 미워,사표를 써서 품에 품어 봅니다,0
상의도 안하고 왜 혼자 결정 하지,이야기를 하지 않고 결정했나봐요,0
상황이 안 좋아,좋아질 거예요,0
새 운동화 사야지,좋은 곳으로 갈 수 있도록 인도해줄 거예요,0
새 휴대폰이 갖고 싶어,핸드폰은 핸드폰 가게에서 바꾸세요,0
새로운 마음으로 시작,시작,0
새로운 일 벌려도 될까,도전해 봐도 좋을 거 같아요,0
새신발 신고 놀러 가야지,좋은 곳으로 데려다 줄 거예요,0
